time,M_dev,air_temp,DWP,UWND,VWND,LGST
2006-12-01T15:05:00Z,1.22030783334473,21.11,9.56894269987976,2.16375946959547,0.539485827187259,0.928907690243953
2004-12-10T15:05:00Z,1.62004700291555,19.44,7.75016585893697,3.36409958241355,1.22443211310589,0.854306041801081
2014-12-16T16:07:00Z,1.71227023343625,17.78,3.57794357660585,1.84875378679774,1.24700017473977,0.880813592280791
2014-12-16T17:07:00Z,1.79188658272735,16.11,3.14164172853623,2.66002368639874,0.326609840325795,0.880813592280791
2014-12-16T15:07:00Z,1.87978569295944,18.89,5.62215088891622,2.05346476074029,2.36224098609728,0.928907690243953
2007-12-13T15:07:00Z,1.97406272157275,23.89,13.2977075674391,1.63524636918026,0.728058591105682,0.764176132390331
2014-12-16T18:07:00Z,2.21153304404259,14.44,3.52481855591182,2.67347165469633,-0.186947349634256,0.905795880367869
2004-12-10T16:05:00Z,2.33630281821338,17.78,8.00337168203567,1.55018547277415,0.895,0.79657433321043
2013-12-21T15:07:00Z,2.55392761419323,24.44,16.5339467640831,-0.324175340103555,1.30019627320984,0.826074802700826
2010-12-16T15:07:00Z,2.63788413197373,16.11,6.4710251704125,2.01192521831887,2.3977191069624,0.880813592280791
2007-12-11T15:07:00Z,2.64906724258572,23.33,14.1975521498801,0.67,1.16047404107115,0.729974285699556
2008-12-12T15:07:00Z,2.72917883895715,11.67,-2.55284078363057,1.91148308056571,-1.14853490704942,0.928907690243953
2010-12-22T15:07:00Z,2.7574582376842,18.89,9.0206097310549,2.17284524447107,-0.501640851186819,0.729974285699556
2008-12-19T15:07:00Z,2.791930345685,20.56,13.6476828701579,2.53398978260617,0.87252265394518,0.880813592280791
2005-12-12T15:05:00Z,2.89327276147922,14.44,1.97683323077339,1.95040194692085,1.08112545314933,0.764176132390331
2005-12-29T15:05:00Z,2.89676759307956,13.33,4.18102733500952,2.51837622370623,-0.916613984112792,0.826074802700826
2004-12-10T18:05:00Z,2.95353205088655,16.67,6.42593505625711,5.72173304500093,-1.00889591224487,1.01199311465926
2010-12-22T18:07:00Z,2.95623508720172,14.44,4.10435958500225,2.16816554492486,-1.57526447614383,0.764176132390331
2010-12-04T18:07:00Z,3.0060088434105,16.11,9.0047497861899,2.3209480821423,1.34,0.880813592280791
2014-12-07T15:07:00Z,3.06938545927542,12.78,3.4087525848887,-0.947523086789974,-0.947523086789974,0.79657433321043
2012-12-18T15:07:00Z,3.08910299169158,15,0.00995204196749527,1.7679621296653,-0.280017692422013,0.729974285699556
2005-12-26T15:05:00Z,3.11948546947099,11.67,2.1190671618492,3.12809328856977,-0.109235424678828,0.826074802700826
2010-12-04T15:07:00Z,3.15453008322124,15.56,6.23625411339284,1.8277556049675,1.96002792033938,0.764176132390331
2010-12-16T16:07:00Z,3.15521017954154,15.56,6.50226619766354,1.27308569282725,2.85939728242134,0.826074802700826
2010-12-16T17:07:00Z,3.18218523649868,15,6.75536303816604,1.42018362814499,2.27276889769922,0.826074802700826
2011-12-27T15:07:00Z,3.26411195076192,13.33,4.95337516134816,4.40209065596457,0.776207354171179,1.01199311465926
2010-12-04T16:07:00Z,3.28673369459593,15.56,6.76404747565199,0.930842216415056,0.963915332453793,0.729974285699556
2010-12-16T19:07:00Z,3.29259076320573,15.56,8.48911005244617,1.96977282398599,2.43246685936032,0.880813592280791
2004-12-10T19:05:00Z,3.30807995619035,13.89,6.45313458015987,3.08244826692821,-0.543518796097492,0.992995098431341
2015-12-18T15:07:00Z,3.3357595827662,11.11,-4.17637323489217,1.71178551317383,-0.523345351453699,0.79657433321043
2004-12-13T18:05:00Z,3.3510432544767,9.44,-5.26073634855095,3.10037094554829,-1.79,0.972665592266111
2010-12-04T17:07:00Z,3.35648237416856,16.11,7.53127371737141,2.40876804408177,1.17483467339473,0.729974285699556
